"id","status","sort","user_created","date_created","user_updated","date_updated","brand_name","model","type","price","price_before","discount_info","partner_name","partner_link_url","partner_link_rel_2","partner_link_title","ceneo_link_rel_2","ceneo_url","ceneo_link_title","image","humidification_efficiency","tested_efficiency","max_area","tested_max_area","water_tank_capacity","water_tank_min_time","water_tank_fill_type","hygrostat","hygrostat_min","hygrostat_max","hygrostat_step","fan_modes_count","min_fan_volume","max_fan_volume","night_mode","evaporative_filter","evaporative_filter_life","evaporative_filter_price","silver_ion","silver_ion_life","silver_ion_price","ceramic_filter","ceramic_filter_life","ceramic_filter_price","uv_lamp","ionization","mobile_app","mobile_features","control_other","remote_control","functions","min_rated_power_consumption","max_rated_power_consumption","rated_voltage","width","height","depth","weight","colors","capability_points","capability","profitability_points","ranking","profitability","review_link","ranking_hidden","Filter_cots_humi","disks","main_ranking","for_plant","for_desk","alergic","astmatic","small","for_kids","big_area","humidification_area","max_area_ro","max_performance","hepa_filter_class","mesh_filter","carbon_filter","type_of_device","is_promo","gallery"
54,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-03-15T11:58:55.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T13:44:22.000Z","Götze & Jensen","AH800S","sonic",439,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/86004662#cid=25918&crid=476075&pid=16557",,"9795d42e-c597-412f-8b95-26845b9f3c0b",350,350,25,50,5.5,,"remove_cover","1",,,,,,"35","0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"1","[""Aromaterapia"",""Higrostat""]",,110,,30,39,24,,"[""Srebrny""]",,43,,,19,"https://ranking-oczyszczaczy.pl/recenzje-nawilzaczy-powietrza/gotze-jensen-ah800s/",false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[156,157,158,159]"
55,"draft",,"94875643-bc29-4c6b-89d0-3b59e7ddf858","2024-03-22T10:25:26.000Z","7af31cec-b274-4ba7-b864-6b9a58ef0531","2024-05-21T09:47:02.000Z","Testowy","Test","vapor",900,1000,,,,"[""nofollow"",""noopener""]",,"[""nofollow"",""noopener""]","https://www.ceneo.pl/30182885#cid=25918&crid=163417&pid=16557",,,300,70,30,10,4,,"remove_cover","1",30,70,5,4,20,"50","0","1",6,100,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Automatyczne wył. przy pustym zbiorniku"",""Optyczny wskaźnik napełnienia zbiornika"",""Sygnalizacja pustego zbiornika"",""Sygnalizacja zużycia filtra""]",29,44,220,30,60,30,5,"[""Biały"",""Czarny""]",,0,,,0,"https://ranking-oczyszczaczy.pl/recenzje/costam",false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
56,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-07-05T15:30:39.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-05-08T10:58:18.000Z","Blaupunkt","AHS701","sonic",439,,,,,"[""nofollow""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/90638144#crid=696251&pid=16557","Link do Ceneo.pl","e44d9451-1a9f-4010-a21e-d78d133157d8",350,350,50,50,4,,"remove_cover","1",40,80,10,,,"35","1","0",,,"0",,,"1",3,29,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"1","[""Filtr HEPA H13"",""Jonizator ostrzowy"",""Aromaterapia"",""Higrostat""]",,105,,22,39.7,22,2,"[""Biały""]",,46,,,34,"https://ranking-oczyszczaczy.pl/recenzje-nawilzaczy-powietrza/blaupunkt-ahs701/",false,"Filtr odwapniający - 29 zł, wymiana co 3-6 miesięcy
Filtr HEPA H13 - 33 zł, wymiana co 6 miesięcy

Koszt od 120 do około 180 zł rocznie.",,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[180,181,182]"
57,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-07-05T15:44:08.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-05-08T11:00:05.000Z","Stadler Form","Ben","sonic",379,,,,,"[]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/120600945#crid=696245&pid=16557","Link do Ceneo.pl","2e5fa577-4827-4f84-896b-bbf8594af14a",160,160,23,22.85714,2,,"remove_cover","0",,,,,27,"30","0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,27,,20.6,20.6,,1.7,"[""Biały"",""Czarny""]",,7,,,6,"https://ranking-oczyszczaczy.pl/recenzje-nawilzaczy-powietrza/stadler-form-ben/",false,"Kostka z jonami srebra Ionic Cube - 89 zł, wymiana co ok. 6 miesięcy",,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[183,184,185,186,210]"
58,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-07-22T10:38:15.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:05:12.000Z","Levoit","Classic 300S","sonic",429,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/139944369#crid=698317&pid=16557","Kup przez Ceneo.pl","1b1bdcfc-9901-4ee8-a73e-5bf4d201666d",300,250,47,35.71429,6,,"remove_cover","1",40,60,,3,28,,"0","0",,,"0",,,"1",1,4.2,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia"",""Timer"",""Obrotowa dysza""]",,26,,24.5,34,19.2,2,"[""Czarny"",""niebieski""]",,17,,,20,,false,"zestaw filtrów odwapniających - 42 zł za 10 sztuk. Roczny koszt - 42 zł.",,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[189]"
59,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-07-22T10:39:22.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:04:49.000Z","Levoit","LV600S","sonic",548,,,,,"[]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/130765419#cid=34545&crid=568910&pid=16557","Kup przez Ceneo.pl","5b264749-d959-4633-bc53-dc78b49f1649",550,500,70,71.42857,6,,"remove_cover","1",40,60,,3,25,,"0","0",,,"0",,,"1",1,4.2,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia"",""Grzałka podgrzewająca wodę (ciepła mgiełka)"",""Timer""]",,280,220,29.4,28.8,19.5,2.7,"[""Biały""]",,79,,,23,,false,"filtr odwapniający - 10 sztuk za 42 zł. Roczny koszt. ok 42 zł",,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
60,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-07-22T11:06:19.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:04:15.000Z","Levoit","Dual 200S","sonic",313,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/131906426#crid=698335&pid=16557","Kup przez Ceneo.pl","d7855101-9609-4b50-ba9a-a940ea76a3c9",220,200,47,28.57143,3,,"remove_cover","1",40,60,,3,28,,"0","0",,,"0",,,"1",1,4.2,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,26,220,18,30,18,1.4,"[""Biały""]",,20,,,22,,false,"zestaw filtrów odwapniających - 42 zł za 10 sztuk. Roczny koszt - 42 zł.",,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
61,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-06T13:11:38.000Z","ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-13T09:41:06.000Z","Deerma","F600","sonic",129,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/91409550#crid=666789&pid=16557","Deerma F600","c02ab571-c196-4d06-b331-adf430456f58",300,250,40,35.71429,5,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","blade","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Funkcja osuszania filtra"",""Blokada rodzicielska""]",,,,,,,,,,98,,,53,,false,"0",,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
62,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T12:36:09.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:03:38.000Z","Venta","LW45 Comfort Plus","with_purifier",1749,,,,,"[]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/99405698#crid=691842&pid=16557",,"038da79c-7b0c-4107-b278-eaf572629ee7",445,445,63,63.57143,10,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Higrostat""]",,,,,,,,,,83,,,63,"/recenzje/venta-lw-45/",false,,"Tak","Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,"[""Nawilżacz powietrza z oczyszczaczem""]",false,"[]"
63,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T12:42:17.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:03:20.000Z","Boneco","H400","with_purifier",1739,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/90415173#crid=532393&pid=16557",,"f2931f99-ef00-48fa-b93f-d8955a47675b",400,400,55,57.14286,12,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,,,,,,,,,84,,,59,,false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,"[""Nawilżacz powietrza z oczyszczaczem""]",false,"[]"
64,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T12:55:04.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-05-08T10:53:13.000Z","Venta","LW73 Aerostyle","with_purifier",2699,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/116262764#crid=691838&pid=16557",,"1eadd4a4-f288-45a4-837c-4ddeec1f24f0",515,515,73,73.57143,9,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Sterowanie smartfonem""]",,,,,,,,,,85,,,43,,false,,"Tak","Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,"[""Nawilżacz powietrza z oczyszczaczem""]",false,"[]"
66,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T12:58:32.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2025-04-14T10:36:02.000Z","Venta","Professional AH902","with_purifier",4499,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/131968430#crid=694703&pid=16557",,"b9825de1-1a1c-4e83-8ae7-7f1a90c600ba",525,525,75,75,12,,,"0",,,,,,,"0","0",,,"0",,,"0",,,"1","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Lampa UV"",""Timer"",""Sterowanie smartfonem""]",,,,,,,,,,100,,,29,,false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,"[""Nawilżacz powietrza z oczyszczaczem""]",false,"[]"
67,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T13:00:30.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-05-08T10:55:04.000Z","Venta","AW730/AW735 Aerostyle Compact","with_purifier",1999,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/168359507#crid=694705&pid=16557",,"e387262c-fc57-4087-908d-8a2d2faec410",300,240,37,34.28571,6,,,"0",,,,,,,"0","0",,,"0",,,"0",,,"1","plasma","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Higrostat"",""Lampa UV"",""Sterowanie smartfonem"",""Filtr HEPA""]",,,,,,,,,,90,,,26,,false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie","37","40","320",,,,"[""Nawilżacz powietrza z oczyszczaczem""]",false,"[]"
68,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T13:16:23.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2025-06-10T09:26:27.000Z","Boneco","H300","with_purifier",1517,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/72475471#crid=691836&pid=16557",,"3c5d0fea-b326-4bf1-b3f1-dcdf09b705e7",350,350,50,50,4.5,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,,,,,,,,,50,,,43,,false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,"[""Nawilżacz powietrza z oczyszczaczem""]",false,"[]"
69,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T13:44:47.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:02:20.000Z","Xiaomi","Smart Humidifier 2","sonic",215,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/142280685#crid=695290&pid=16557",,"77cf0f86-fe3d-4513-926e-30f216d3ce65",350,350,46,50,4.5,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,,,,,,,,,60,,,76,,false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
70,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T13:46:40.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:01:44.000Z","Oromed","ORO-2020","sonic",236,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/58017647#crid=695292&pid=16557",,"54d3b499-e444-412a-aa3d-8f5c1fbed431",300,300,40,42.85714,4,,,"0",,,,,,,"0","0",,,"0",,,"0",,,"0","blade","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,,,,,,,,,50,,,52,,false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
71,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T13:54:15.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T13:53:02.000Z","Milla","Home AH050E","sonic",239,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/86001934#crid=476736&pid=16557",,"96629175-d751-48bf-884f-bb68b037c4ad",220,220,29,31.42857,1.1,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""brak""]",,,,,,,,,,10,,,12,"/recenzje-nawilzaczy-powietrza/milla-home-ah050e/",false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
72,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T13:56:05.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-05-08T10:57:30.000Z","Blaupunkt","AHS801","sonic",432,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/57074031#crid=314966&pid=16557",,"1151c74f-2fdc-46fe-884b-3bb989176aa4",350,350,46,50,,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","blade","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia"",""Higrostat"",""Lampa UV"",""Jonizator ostrzowy""]",,,,,,,,,,59,,,36,"/recenzje-nawilzaczy-powietrza/blaupunkt-ahs801/",false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
73,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T13:58:12.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:01:08.000Z","Stadler Form","Eva","sonic",850,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/50602081#crid=695291&pid=16557",,"0998eea4-a1b1-42c4-ba9a-8d0a647b4d97",550,550,73,78.57143,6.5,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,,,,,,,"[""Biały"",""Czarny""]",,98,,,27,,false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
74,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T14:00:06.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:06:02.000Z","Cecotec","Pure Aroma 300 Yang","sonic",109,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/95152739#crid=666790&pid=16557",,"7c836054-2bd5-4858-adf6-ad8cba146e32",50,50,0,7.14286,,,,"0",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,,,,,,,,,11,,,20,,false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
75,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-08T14:01:15.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-05-08T10:59:33.000Z","Stadler Form","Anton","sonic",299,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/20247777#crid=294116&pid=16557",,"b67addd2-28ff-4688-8cb9-780d08e25b22",170,170,22,24.28571,2.5,,,"0",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,,,,,,,,,11,,,11,"/recenzje-nawilzaczy-powietrza/stadler-form-anton/",false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
76,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T07:24:07.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:06:19.000Z","Venta","LW74 WiFi AeroStyle","vapor",3099,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/116262761",,"29ef2f6e-c373-482d-ac35-9e7f6983c89c",650,650,90,92.85714,9,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0",,11,24,,,,,,"[""Biały"",""Czarny""]",,95,,,45,,false,,"Tak","Nie","Nie","nie","nie","nie","nie","nie","tak",,,,,,,,false,"[]"
77,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T07:33:55.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2024-11-07T09:14:27.000Z","Stadler Form","Form Fred","steam",431,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/20247790#crid=667417&pid=16557",,"50b8c380-1fd5-4c3c-a851-17d11e846653",300,300,38,42.85714,3.7,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Higrostat""]",,300,,,,,,,,1,,,1,,false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
78,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T07:36:33.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:06:48.000Z","Stylies","Sirius","steam",449,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/20247744#crid=667734&pid=16557",,"bc11bed8-35fb-4031-92e1-71b39dec58bc",350,350,46,50,3.5,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0",,,350,,,,,,,,70,,,50,,false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
79,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T07:38:06.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:07:05.000Z","Vitammy","Mist UM750","steam",208,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/43212074#crid=667405&pid=16557",,"5dd8226b-09b3-48f5-9b41-3dea012edd1d",400,400,53,57.14286,2.8,,,"0",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia""]",,,,,,,,,,47,,,80,,false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
80,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T07:39:34.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:07:21.000Z","Blaupunkt","AHM701","steam",410,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/131924889#crid=667770&pid=16557",,"3964d748-cae3-49fa-96c7-4213fa02bec5",500,500,66,71.42857,5,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"1","[""Aromaterapia""]",,,,,,,,,,90,,,88,,true,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
81,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T07:41:03.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:07:36.000Z","Flaem","Olly","steam",195,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/43212075#crid=667800&pid=16557",,"0137e9d3-130e-4567-999e-529defbaff61",320,320,40,45.71429,4.5,,,"0",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0",,,,,,,,,,,45,,,48,,false,,,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
82,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-09T09:44:23.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-22T12:40:23.000Z","Duka","Aroma","2",229,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/166833483#crid=700369&pid=16557","Sprawdź na Ceneo.pl","9f08cdd3-344b-4529-913f-7ed8f3b52d9c",30,30,15,4.28571,0.2,7,"remove_cover","0",,,,,,"32","0","0",,,"0",,,"0",,,"0","blade","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Automatyczne wył. przy pustym zbiorniku"",""Aromaterapia"",""Lampka nocna"",""antypoślizgowe nóźki"",""podświetlenie LED""]",,12,220,13,17.7,13,,"[""Czarny"",""Biały"",""brązowy""]",,2,,,3,,false,"brak",,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[190,191]"
83,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-09T11:03:47.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-22T12:42:00.000Z","Duka","Bergvind","2",179,,,,"https://duka.com/pl/nawilzacz-powietrza-ultradzwiekowy-dyfuzor-zapachowy-duka-bergvind-bialy-2220417","[""noopener"",""nofollow""]","Link do sklepu Duka.pl","[""noopener"",""nofollow""]",,,"d1565cc1-f16c-4355-b890-d62742988a84",30,30,15,4.28571,,,"remove_cover","0",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Automatyczne wył. przy pustym zbiorniku"",""Aromaterapia"",""Lampa solna""]",,5,,10,16.5,10,,"[""Biały""]",,3,,,3,,false,"brak",,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[192,193,194,195]"
84,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T11:16:57.000Z","309a04ad-6ef4-473d-a546-8f933d59bfd8","2024-09-05T11:36:42.000Z","Milla Home","MAH600","sonic",269,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/89690030#crid=690470&pid=16557",,"b5f7ccf9-aac1-4d91-a462-71af20f3e022",250,240,35,34.28571,5.3,,,"1",,,,,,"42","0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia"",""Higrostat""]",,28,,,,,,,,35,,,35,"https://ranking-oczyszczaczy.pl/recenzje-nawilzaczy-powietrza/milla-home-mah600/",false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
85,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T11:23:09.000Z","309a04ad-6ef4-473d-a546-8f933d59bfd8","2025-04-01T09:10:47.000Z","Boneco","S450","steam",819,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/159389985#crid=690449&pid=16557",,"8b6c4f7b-4f4b-480b-9d79-bbefc01d1f7e",560,560,80,80,7,,,"0",,,,,37,"44","0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Higrostat"",""Aromaterapia""]",160,480,,,,,,,,47,,,9,,false,,,"Tak","Nie","nie","nie","nie","nie","nie","tak",,,,,,,,false,"[]"
86,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T11:28:32.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2024-11-07T09:12:15.000Z","HB","UH2045DW","sonic",319,,,,,"[""nofollow"",""noopener""]",,"[""nofollow"",""noopener""]","https://www.ceneo.pl/87938193#crid=690465&pid=16557",,"9509b47e-7c98-4829-941e-473a18d62d02",300,300,43,42.85714,5.5,,,"1",,,,,,"35","0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia"",""Higrostat""]",,30,,,,,,,,31,,,25,"/recenzje-nawilzaczy-powietrza/hb-uh2045dw/",false,,,"Tak","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[]"
87,"published",,"ce682939-7d3b-4f32-85de-df7f56fffb04","2024-08-09T12:34:55.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:08:23.000Z","Philips","HU2510/10","vapor",339,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/141468298#crid=690464&pid=16557",,"5bb5bf7d-6f08-4ed9-9550-e96663337df5",190,190,25,27.14286,2,,,"1",,,,,,,"0","0",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0",,,,,,,,,,,59,,,71,,false,,,"Nie","Nie","nie","nie","nie","tak","nie","nie",,,,,,,,false,"[]"
